Title,URL,Location,Price,Bedrooms,Type,County
4 Bed Townhouse with Swimming Pool at Runda,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3733560,Kiambu Road,55000000,4,Townhouse,Nairobi
3 Bed House with En Suite at Tezo Business Centre,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilifi-3733531,County,6500000,3,House,Kilifi
5 Bed Townhouse with En Suite in Karen,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3733512,Karen,133000000,5,Townhouse,Nairobi
5 Bed Townhouse with Staff Quarters in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3733498,Lavington,100000000,5,Townhouse,Nairobi
5 Bed Townhouse with En Suite in Diani,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-diani-3733437,Diani,100000000,5,Townhouse,Kwale County
4 Bed Townhouse with En Suite at Membley,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3733410,Kitengela,21500000,4,Townhouse,Kajiado County
4 Bed House in Lower Kabete,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lower-kabete-3733409,Westlands Lower Kabete,350000000,4,House,Nairobi
4 Bed House with En Suite at Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3733145,Ruiru,21000000,4,House,Kiambu County
4 Bed House with En Suite at Mugutha,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3733371,Ruiru,13500000,4,House,Kiambu County
4 Bed Townhouse with En Suite in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3733357,Ruiru,18000000,4,Townhouse,Kiambu County
4 Bed Villa with En Suite at Nyali Mombasa,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-nyali-area-3733284,Nyali Area,28000000,4,Villa,Mombasa
6 Bed House with En Suite in Ridgeways,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-ridgeways-3733281,Ridgeways,110000000,6,House,Nairobi
2 Bed House with Gym in Kenyatta Road,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-kenyatta-road-3733251,Kenyatta Road,900000,2,House,Kiambu County
5 Bed House with En Suite at Nyali,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-nyali-area-3713712,Nyali Area,156000000,5,House,Mombasa
4 Bed House with En Suite in Muthaiga,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-3733186,Muthaiga,115000000,4,House,Nairobi
4 Bed House with En Suite in Muthaiga,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-3733182,Muthaiga,169000000,4,House,Nairobi
4 Bed Townhouse in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3733163,Lavington,50000000,4,Townhouse,Nairobi
3 Bed House with En Suite at Juja South,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3733125,Juja,9700000,3,House,Kiambu County
4 Bed House with En Suite in Kiambu Town,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-town-3710691,Town,32500000,4,House,Kiambu County
6 Bed Townhouse with En Suite at Langata Road,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-south-c-3722256,South C,38000000,6,Townhouse,Nairobi
5 Bed Townhouse with En Suite at Kerarapon - Karen,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3733055,Karen,87000000,5,Townhouse,Nairobi
3 Bed Villa with En Suite at Muigai,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kitengela-3733032,Kitengela,13000000,3,Villa,Kajiado County
3 Bed House with En Suite at Rimpa,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3725010,Ongata Rongai,7500000,3,House,Kajiado County
4 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3732964,Lavington,78000000,4,Townhouse,Nairobi
5 Bed Villa with En Suite in Nyali Area,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-nyali-area-3732963,Nyali Area,130000000,5,Villa,Mombasa
5 Bed Villa with En Suite in Nyali Area,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-nyali-area-3732961,Nyali Area,130000000,5,Villa,Mombasa
10 Bed House with Borehole at Bamburi,https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-bamburi-3732962,Bamburi,7500000,10,House,Mombasa
5 Bed Villa with En Suite at Mugutha,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-ruiru-3732944,Ruiru,18500000,5,Villa,Kiambu County
4 Bed Villa with En Suite at Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-membley-3732693,Ruiru Membley,24500000,4,Villa,Kiambu County
4 Bed Villa with En Suite at Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-membley-3732799,Ruiru Membley,24500000,4,Villa,Kiambu County
4 Bed Villa with En Suite at Migaa,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-town-3732813,Town,32500000,4,Villa,Kiambu County
5 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3732863,Lavington,78000000,5,Townhouse,Nairobi
5 Bed House with En Suite in Runda,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3732856,Westlands Runda,250000000,5,House,Nairobi
5 Bed House with En Suite in Runda,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3732855,Westlands Runda,350000000,5,House,Nairobi
4 Bed Villa with En Suite at Membley,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3732812,Ruiru,29000000,4,Villa,Kiambu County
4 Bed House with En Suite at Ruiru Githunguri Road,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3727327,Ruiru,29000000,4,House,Kiambu County
4 Bed House with En Suite at Ruiru Mugutha,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3729050,Ruiru,28000000,4,House,Kiambu County
4 Bed House with En Suite at Kiambu Road,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-kiambu-road-3729880,Kiambu Road,32500000,4,House,Nairobi
4 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3732789,Lavington,47000000,4,Townhouse,Nairobi
5 Bed Townhouse with En Suite in Runda,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3732730,Westlands Runda,120000000,5,Townhouse,Nairobi
4 Bed Townhouse with En Suite in Kilimani,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-3732684,Kilimani,38000000,4,Townhouse,Nairobi
3 Bed House with En Suite at Kilimo,https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-nanyuki-3732608,Nanyuki,8000000,3,House,Laikipia
3 Bed House with En Suite at Kalalu,https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-nanyuki-3732602,Nanyuki,23000000,3,House,Laikipia
3 Bed House with En Suite at Kitengela - Namanga Highway,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3732597,Kitengela,8500000,3,House,Kajiado County
5 Bed Villa with En Suite at Thika Road,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kenyatta-road-3691635,Kenyatta Road,16850000,5,Villa,Kiambu County
3 Bed House with En Suite at Langata,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-langata-3732539,Langata,17000000,3,House,Nairobi
5 Bed Villa with En Suite at Jacaranda Avenue,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3732440,Lavington,100000000,5,Villa,Nairobi
5 Bed Villa with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3732367,Lavington,132000000,5,Villa,Nairobi
3 Bed House in Mtwapa,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-mtwapa-3732371,Mtwapa,15000000,3,House,Kilifi County
5 Bed Villa with En Suite at Thika Road,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-juja-3715413,Juja,16850000,5,Villa,Kiambu County
5 Bed Townhouse with En Suite at Kiambu Road - Mimosa,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3731600,Westlands Runda,130000000,5,Townhouse,Nairobi
4 Bed Townhouse with En Suite at Mtwapa,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-nyali-area-3732326,Nyali Area,11000000,4,Townhouse,Mombasa
4 Bed Villa with En Suite at Lavington,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3732285,Lavington,48000000,4,Villa,Nairobi
3 Bed Townhouse with En Suite at Lavington,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-lavington-3732260,Lavington,22000000,3,Townhouse,Nairobi
4 Bed Townhouse with En Suite in Kitisuru,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3732214,Westlands Kitisuru,45000000,4,Townhouse,Nairobi
4 Bed House with En Suite in Runda,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3732209,Westlands Runda,40000000,4,House,Nairobi
5 Bed House with En Suite at Mugutha,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3732189,Ruiru,18500000,5,House,Kiambu County
5 Bed House with En Suite at Nyali Mombasa Kenya,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyali-area-3732169,Nyali Area,310000000,5,House,Mombasa
5 Bed Villa with Swimming Pool at Un Avenue,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3732167,Westlands Runda,195000000,5,Villa,Nairobi
3 Bed House with En Suite at Vipingo Kilifi Kruitu,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-vipingo-3732136,Vipingo,150000000,3,House,Kilifi County
5 Bed Villa at Gitanga Road,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3732086,Lavington,43000000,5,Villa,Nairobi
5 Bed Townhouse with En Suite at Kileleshwa,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3731985,Kileleshwa,45000000,5,Townhouse,Nairobi
5 Bed Townhouse with Staff Quarters in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3731937,Lavington,75000000,5,Townhouse,Nairobi
1 Bed House with En Suite at Moi South Lake,https://www.buyrentkenya.com/listings/furnished-1-bedroom-house-for-sale-naivasha-3730056,Naivasha,5200000,1,House,Nakuru County
5 Bed Townhouse with En Suite at Kirawa Road,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3710976,Westlands Kitisuru,80000000,5,Townhouse,Nairobi
5 Bed House with Staff Quarters at Maasai Lodge Road,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kajiado-town-3731844,County,92000000,5,House,Kajiado
3 Bed House with En Suite at Kilifi Tezo,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilifi-town-3731807,County,6000000,3,House,Kilifi
4 Bed House with En Suite in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-3730985,Lavington,103000000,4,House,Nairobi
7 Bed House with En Suite at Runda Evergreen,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3731786,Westlands Runda,150000000,7,House,Nairobi
2 Bed House with En Suite at Sweet Waters,https://www.buyrentkenya.com/listings/furnished-2-bedroom-house-for-sale-nanyuki-3731789,Nanyuki,6200000,2,House,Laikipia
3 Bed House with En Suite at Ruiru,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3731787,Ruiru,9000000,3,House,Kiambu County
3 Bed House with En Suite at Swara Ranch,https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-nanyuki-3731780,Nanyuki,17000000,3,House,Laikipia
5 Bed House with En Suite in Thigiri,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thigiri-3731775,Westlands Thigiri,110000000,5,House,Nairobi
4 Bed House with En Suite at Runda,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3684374,Westlands Runda,140000000,4,House,Nairobi
5 Bed Townhouse with En Suite at Ngong Road,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kilimani-3685317,Kilimani,55000000,5,Townhouse,Nairobi
4 Bed Villa with En Suite at Migaa,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3731579,Kiambu Road,32500000,4,Villa,Nairobi
3 Bed House with En Suite at Nduma,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kamangu-3731567,Kamangu,6950000,3,House,Kiambu County
3 Bed House with En Suite at Gikambura,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kikuyu-town-3731715,Kikuyu Town,5800000,3,House,Kiambu County
5 Bed House in Karen,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3731696,Karen,105000000,5,House,Nairobi
5 Bed Villa with Staff Quarters at Hardy,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3684373,Karen,115000000,5,Villa,Nairobi
4 Bed Townhouse with En Suite at Kileleshwa Estate,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3731650,Kileleshwa,30000000,4,Townhouse,Nairobi
5 Bed Townhouse with En Suite at Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3722139,Lavington,75000000,5,Townhouse,Nairobi
3 Bed Townhouse with En Suite in Ngong,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-ngong-3691227,Ngong,13500000,3,Townhouse,Kajiado County
5 Bed Townhouse with En Suite at Westlands,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3730447,Westlands Area,60000000,5,Townhouse,Nairobi
5 Bed Villa with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3731543,Lavington,85000000,5,Villa,Nairobi
4 Bed Villa with En Suite at Ita Road,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-parklands-3731437,Westlands Parklands,90000000,4,Villa,Nairobi
5 Bed Townhouse with En Suite at Runda,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3507292,Westlands Runda,120000000,5,Townhouse,Nairobi
4 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3731388,Lavington,62000000,4,Townhouse,Nairobi
3 Bed House with En Suite at Upper Burguret,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-nanyuki-3731348,Nanyuki,40000000,3,House,Laikipia
5 Bed Villa with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3713939,Lavington,78000000,5,Villa,Nairobi
3 Bed House with En Suite in Ngong,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3722427,Ngong,7400000,3,House,Kajiado County
3 Bed House with En Suite at Ruiru Githunguri,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3730557,Ruiru,10900000,3,House,Kiambu County
5 Bed Townhouse with Gym in Runda,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3731274,Westlands Runda,115000000,5,Townhouse,Nairobi
5 Bed House with En Suite in Runda,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3731255,Westlands Runda,100000000,5,House,Nairobi
4 Bed House with En Suite in Ngong,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3710621,Ngong,14500000,4,House,Kajiado County
5 Bed Townhouse with En Suite at Mwingi Road,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3579568,Kileleshwa,35000000,5,Townhouse,Nairobi
5 Bed House with En Suite at Mountain View,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-mountain-view-3731194,Westlands Mountain View,55000000,5,House,Nairobi
4 Bed House with Swimming Pool in Kiambu Road,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3731170,Kiambu Road,38000000,4,House,Nairobi
4 Bed House with Swimming Pool at Fourways Estate,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3731168,Kiambu Road,31000000,4,House,Nairobi
4 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3731132,Lavington,75000000,4,Townhouse,Nairobi
4 Bed House with En Suite in Kiambu Road,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3731071,Kiambu Road,70000000,4,House,Nairobi
5 Bed House with En Suite at Migaa Golf,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kiambu-road-3730969,Kiambu Road,28000000,5,House,Nairobi
5 Bed House with En Suite in Karen,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-karen-3730948,Karen,125000000,5,House,Nairobi
4 Bed House with En Suite in Karen,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3730904,Karen,68000000,4,House,Nairobi
4 Bed House with En Suite in Kitengela,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3730895,Kitengela,16500000,4,House,Kajiado County
4 Bed House with En Suite in Kitisuru,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3730793,Westlands Kitisuru,130000000,4,House,Nairobi
3 Bed House with En Suite at Acacia,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3717377,Ongata Rongai,6300000,3,House,Kajiado County
3 Bed House with En Suite at Rimpa,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3727074,Ongata Rongai,15000000,3,House,Kajiado County
5 Bed Townhouse with En Suite in Karen,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3730658,Karen,100000000,5,Townhouse,Nairobi
4 Bed House with En Suite in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3730627,Ruiru,13000000,4,House,Kiambu County
3 Bed House with En Suite in Ruiru,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3730625,Ruiru,11000000,3,House,Kiambu County
4 Bed Villa with En Suite in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3730617,Ruiru,28500000,4,Villa,Kiambu County
4 Bed House with En Suite in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3730622,Ruiru,16000000,4,House,Kiambu County
4 Bed Townhouse with En Suite in Karen,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3730592,Karen,75000000,4,Townhouse,Nairobi
5 Bed Townhouse with En Suite in Karen,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3730522,Karen,99000000,5,Townhouse,Nairobi
4 Bed House with En Suite at Mtwapa,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mtwapa-3730414,Mtwapa,55000000,4,House,Kilifi County
5 Bed House with En Suite in Kitisuru,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3730275,Westlands Kitisuru,512000000,5,House,Nairobi
3 Bed House with Garden in Lower Kabete,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-lower-kabete-3730206,Westlands Lower Kabete,15000000,3,House,Nairobi
4 Bed Villa with En Suite at Muigai,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kitengela-3730063,Kitengela,15000000,4,Villa,Kajiado County
5 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3730049,Lavington,75000000,5,Townhouse,Nairobi
4 Bed Villa with En Suite at Runda Rd,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3729944,Westlands Runda,40000000,4,Villa,Nairobi
5 Bed House with En Suite at Juja,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-juja-3729562,Juja,11500000,5,House,Kiambu County
4 Bed House with En Suite at Maasai Road,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3705798,Ngong,15000000,4,House,Kajiado County
4 Bed Townhouse with En Suite at Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3729998,Lavington,57000000,4,Townhouse,Nairobi
5 Bed Townhouse with En Suite at Thika Road,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kenyatta-road-3729979,Kenyatta Road,17000000,5,Townhouse,Kiambu County
4 Bed Townhouse with En Suite in Eastern ByPass,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-eastern-bypass-3729957,Ruiru Eastern ByPass,15000000,4,Townhouse,Kiambu County
4 Bed Villa with En Suite in Runda,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3729943,Westlands Runda,350000000,4,Villa,Nairobi
5 Bed Townhouse with En Suite in Kitisuru,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3729937,Westlands Kitisuru,120000000,5,Townhouse,Nairobi
4 Bed House with En Suite in Thigiri,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thigiri-3729664,Westlands Thigiri,130000000,4,House,Nairobi
4 Bed House with En Suite in Syokimau,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-syokimau-3729613,Syokimau,21000000,4,House,Machakos County
4 Bed House with En Suite in Lower Kabete,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lower-kabete-3729662,Westlands Lower Kabete,138000000,4,House,Nairobi
4 Bed House with En Suite in Spring Valley,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-spring-valley-3729659,Westlands Spring Valley,70000000,4,House,Nairobi
4 Bed House with En Suite in Karen,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3729630,Karen,75000000,4,House,Nairobi
3 Bed House with En Suite in Utawala,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-utawala-3729619,Utawala,6500000,3,House,Nairobi
6 Bed House with En Suite in Thigiri,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-thigiri-3729614,Westlands Thigiri,230000000,6,House,Nairobi
5 Bed House with En Suite at Peponi Road,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-spring-valley-3729607,Westlands Spring Valley,105000000,5,House,Nairobi
5 Bed Villa with En Suite at Chalbi Drive,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3729500,Lavington,65000000,5,Villa,Nairobi
2 Bed House with Staff Quarters at Ridgemount Estate,https://www.buyrentkenya.com/listings/furnished-2-bedroom-house-for-sale-gilgil-3728727,Gilgil,34000000,2,House,Nakuru County
5 Bed House with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3728894,Lavington,120000000,5,House,Nairobi
5 Bed House with En Suite in Runda,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3729193,Westlands Runda,150000000,5,House,Nairobi
5 Bed Townhouse with En Suite at Westlands,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3729149,Westlands Area,35000000,5,Townhouse,Nairobi
4 Bed House with En Suite at Ruiru Githunguri Road,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3727470,Ruiru,19800000,4,House,Kiambu County
3 Bed House with En Suite at Lusingetti,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-gikambura-3728922,Kikuyu Gikambura,11500000,3,House,Kiambu County
6 Bed House with En Suite at Epz,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitengela-3728912,Kitengela,28000000,6,House,Kajiado County
6 Bed Townhouse with En Suite in Kitengela,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-kitengela-3728881,Kitengela,28000000,6,Townhouse,Kajiado County
5 Bed House with En Suite in Spring Valley,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-spring-valley-3728812,Westlands Spring Valley,90000000,5,House,Nairobi
3 Bed Townhouse with En Suite at Tezo,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mtwapa-3728778,Mtwapa,5800000,3,Townhouse,Kilifi County
5 Bed Townhouse with Staff Quarters at Peponi Rd,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3728752,Westlands Area,95000000,5,Townhouse,Nairobi
4 Bed House with En Suite at Ngong View Rise,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3728709,Karen,90000000,4,House,Nairobi
5 Bed Townhouse with En Suite in Nyari,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nyari-3728720,Westlands Nyari,120000000,5,Townhouse,Nairobi
5 Bed House with En Suite at Garden Estate,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-garden-estate-3728690,Roysambu Garden Estate,65000000,5,House,Nairobi
5 Bed House with En Suite at Ngoigwa,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-thika-3728685,Thika,24900000,5,House,Kiambu County
5 Bed House at Ngoingwa,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thika-road-3728687,Thika Road,24900000,5,House,Nairobi
5 Bed House with En Suite at Runda Drive,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3728686,Westlands Runda,230000000,5,House,Nairobi
5 Bed House with En Suite at Eliud Mathu,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3728678,Westlands Runda,130000000,5,House,Nairobi
4 Bed House with En Suite at Muthaiga Road,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-3728668,Muthaiga,300000000,4,House,Nairobi
5 Bed House with En Suite at Off Ruaka Road,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3728677,Westlands Runda,130000000,5,House,Nairobi
4 Bed Townhouse with En Suite at Kiambu,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3728676,Kiambu Road,25000000,4,Townhouse,Nairobi
5 Bed House with En Suite at Muthaiga Golf Club,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-muthaiga-3728544,Muthaiga,1210000000,5,House,Nairobi
5 Bed House with En Suite in Kitisuru,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3724264,Westlands Kitisuru,125000000,5,House,Nairobi
5 Bed Townhouse with En Suite in Spring Valley,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-spring-valley-3728633,Westlands Spring Valley,65000000,5,Townhouse,Nairobi
4 Bed House with En Suite at Rimpa,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3728552,Ongata Rongai,13000000,4,House,Kajiado County
5 Bed Townhouse with En Suite at Karen,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3720970,Karen,100000000,5,Townhouse,Nairobi
4 Bed Townhouse with En Suite at Peponi Road,https://www.buyrentkenya.com/listings/furnished-4-bedroom-townhouse-for-sale-westlands-area-3720551,Westlands Area,100000000,4,Townhouse,Nairobi
5 Bed House with En Suite in Kyuna,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kyuna-3720557,Westlands Kyuna,100000000,5,House,Nairobi
4 Bed House with Garden in Rosslyn,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-rosslyn-3728484,Westlands Rosslyn,300000000,4,House,Nairobi
